Planet Name,Type,Mass (Earth),Orbit Radius (AU),Discovery Year,Discovered By
Planet-27744,Terrestrial,627.69,55.637,1907,TESS
Planet-27745,Terrestrial,273.98,13.403,1931,JWST
Planet-27746,Dwarf Planet,864.76,48.644,2008,Kepler
Planet-27747,Dwarf Planet,944.27,60.092,1963,Voyager
Planet-27748,Exoplanet,830.73,39.702,1914,James Webb
Planet-27749,Gas Giant,196.53,49.228,2012,TESS
Planet-27750,Exoplanet,445.59,6.17,1989,James Webb
Planet-27751,Dwarf Planet,62.59,79.676,1937,TESS
Planet-27752,Exoplanet,381.24,68.574,1948,Kepler
Planet-27753,Terrestrial,663.76,51.627,1909,Ground Telescope
Planet-27754,Terrestrial,615.33,36.814,1985,TESS
Planet-27755,Gas Giant,685.54,80.939,2010,Hubble
Planet-27756,Exoplanet,625.27,97.237,1963,Hubble
Planet-27757,Exoplanet,637.3,32.422,2023,Chandra
Planet-27758,Gas Giant,601.9,30.342,1953,Galileo
Planet-27759,Dwarf Planet,929.72,80.138,2006,TESS
Planet-27760,Terrestrial,842.07,88.654,1906,Voyager
Planet-27761,Ice Giant,934.81,88.55,1912,Hubble
Planet-27762,Dwarf Planet,568.2,81.111,1976,Ground Telescope
Planet-27763,Dwarf Planet,428.79,98.552,2004,Ground Telescope
Planet-27764,Gas Giant,924.22,11.017,1937,Galileo
Planet-27765,Dwarf Planet,219.28,84.028,1901,Ground Telescope
Planet-27766,Terrestrial,43.24,84.732,2025,Spitzer
Planet-27767,Dwarf Planet,175.66,7.338,2010,Voyager
Planet-27768,Gas Giant,910.19,34.779,2010,Ground Telescope
Planet-27769,Exoplanet,696.52,4.667,1934,Voyager
Planet-27770,Terrestrial,568.18,10.31,1950,Spitzer
Planet-27771,Dwarf Planet,708.47,37.298,1940,Ground Telescope
Planet-27772,Terrestrial,856.87,5.429,1922,James Webb
Planet-27773,Terrestrial,732.08,28.968,1980,Spitzer
Planet-27774,Terrestrial,701.33,27.723,1940,JWST
Planet-27775,Dwarf Planet,456.27,61.429,1995,TESS
Planet-27776,Dwarf Planet,329.86,18.748,2014,Galileo
Planet-27777,Dwarf Planet,12.74,61.592,2005,Ground Telescope
Planet-27778,Ice Giant,363.85,39.586,1978,Ground Telescope
Planet-27779,Terrestrial,164.02,32.701,2013,Kepler
Planet-27780,Dwarf Planet,638.85,0.91,1925,Voyager
Planet-27781,Terrestrial,354.1,37.046,2011,Galileo
Planet-27782,Gas Giant,411.51,20.355,1958,James Webb
Planet-27783,Ice Giant,650.94,93.5,2023,Kepler
Planet-27784,Gas Giant,296.0,0.437,2020,JWST
Planet-27785,Gas Giant,539.73,53.628,1921,Voyager
Planet-27786,Terrestrial,867.41,71.523,1980,Voyager
Planet-27787,Dwarf Planet,690.88,0.663,1997,James Webb
Planet-27788,Gas Giant,621.36,45.897,1944,TESS
Planet-27789,Gas Giant,420.67,1.684,1976,Kepler
Planet-27790,Dwarf Planet,370.99,9.631,1925,James Webb
Planet-27791,Ice Giant,947.66,46.053,1973,James Webb
Planet-27792,Ice Giant,419.59,83.058,1923,Galileo
Planet-27793,Dwarf Planet,914.62,16.14,2017,TESS
Planet-27794,Ice Giant,738.26,38.707,1909,Chandra
Planet-27795,Exoplanet,818.94,94.033,1994,Galileo
Planet-27796,Terrestrial,80.22,50.599,1923,JWST
Planet-27797,Gas Giant,894.36,73.374,1961,Hubble
Planet-27798,Gas Giant,315.94,97.919,2020,James Webb
Planet-27799,Exoplanet,71.59,62.228,2022,James Webb
Planet-27800,Ice Giant,810.08,24.142,1976,James Webb
Planet-27801,Dwarf Planet,997.28,49.571,1942,JWST
Planet-27802,Gas Giant,446.14,0.551,1922,TESS
Planet-27803,Gas Giant,595.89,45.391,1946,JWST
Planet-27804,Dwarf Planet,380.69,44.534,1905,Spitzer
Planet-27805,Gas Giant,416.43,4.973,1944,JWST
Planet-27806,Gas Giant,346.75,39.79,2002,Kepler
Planet-27807,Gas Giant,723.79,67.906,2002,Galileo
Planet-27808,Gas Giant,284.98,76.52,1969,JWST
Planet-27809,Terrestrial,399.02,67.582,1920,JWST
Planet-27810,Exoplanet,933.38,57.385,1916,Spitzer
Planet-27811,Gas Giant,246.01,91.327,1982,JWST
Planet-27812,Ice Giant,387.17,34.867,1926,Galileo
Planet-27813,Dwarf Planet,199.36,71.514,1904,Voyager
Planet-27814,Dwarf Planet,866.25,24.817,2020,Spitzer
Planet-27815,Exoplanet,889.07,48.583,1901,Hubble
Planet-27816,Gas Giant,667.73,75.324,2012,Galileo
Planet-27817,Terrestrial,920.41,4.018,1964,JWST
Planet-27818,Dwarf Planet,465.65,18.89,1989,Kepler
Planet-27819,Ice Giant,999.72,89.163,1927,Voyager
Planet-27820,Ice Giant,693.96,44.921,1941,Ground Telescope
Planet-27821,Exoplanet,255.05,67.875,2020,Spitzer
Planet-27822,Ice Giant,620.96,67.274,2009,Hubble
Planet-27823,Gas Giant,780.39,70.822,2007,TESS
Planet-27824,Exoplanet,669.51,84.02,1989,JWST
Planet-27825,Dwarf Planet,76.36,42.339,1979,Kepler
Planet-27826,Ice Giant,451.41,68.183,1971,Galileo
Planet-27827,Dwarf Planet,306.05,58.62,1966,Voyager
Planet-27828,Ice Giant,271.12,42.024,1992,Ground Telescope
Planet-27829,Dwarf Planet,446.82,38.405,1936,Voyager
Planet-27830,Gas Giant,614.73,0.528,1981,Galileo
Planet-27831,Dwarf Planet,979.67,34.449,2012,Ground Telescope
Planet-27832,Dwarf Planet,366.6,98.021,1929,Spitzer
Planet-27833,Gas Giant,453.97,49.007,1908,Chandra
Planet-27834,Gas Giant,364.44,88.894,1973,Kepler
Planet-27835,Ice Giant,681.95,14.139,1994,James Webb
Planet-27836,Ice Giant,648.67,88.438,1916,Galileo
Planet-27837,Exoplanet,953.47,50.004,2014,Hubble
Planet-27838,Dwarf Planet,686.08,96.214,2020,James Webb
Planet-27839,Dwarf Planet,207.03,89.354,1978,JWST
Planet-27840,Ice Giant,309.18,16.809,2023,Hubble
Planet-27841,Gas Giant,284.41,47.185,2023,Ground Telescope
Planet-27842,Ice Giant,363.22,60.692,1926,TESS
Planet-27843,Gas Giant,119.33,99.998,2007,James Webb
Planet-27844,Dwarf Planet,875.88,97.017,1977,Galileo
Planet-27845,Ice Giant,29.58,17.056,1933,Chandra
Planet-27846,Terrestrial,387.52,72.236,2025,Hubble
Planet-27847,Ice Giant,427.84,51.833,1940,TESS
Planet-27848,Ice Giant,538.5,5.986,2008,Galileo
Planet-27849,Ice Giant,494.84,99.185,2000,Chandra
Planet-27850,Ice Giant,310.08,13.38,1974,Voyager
Planet-27851,Exoplanet,384.47,44.344,2012,Voyager
Planet-27852,Dwarf Planet,955.99,56.962,1915,Galileo
Planet-27853,Terrestrial,609.75,0.95,2000,Hubble
Planet-27854,Ice Giant,964.73,38.014,1912,Voyager
Planet-27855,Terrestrial,610.81,51.762,1939,Kepler
Planet-27856,Exoplanet,582.24,91.084,2022,Galileo
Planet-27857,Dwarf Planet,73.79,12.041,1950,JWST
Planet-27858,Gas Giant,108.52,83.581,1949,Galileo
Planet-27859,Gas Giant,682.11,53.76,2012,Hubble
Planet-27860,Ice Giant,35.69,60.61,1921,TESS
Planet-27861,Dwarf Planet,882.87,81.15,1964,Voyager
Planet-27862,Dwarf Planet,703.51,78.518,1930,TESS
Planet-27863,Exoplanet,522.19,86.173,1986,Ground Telescope
Planet-27864,Ice Giant,734.68,80.158,1910,Kepler
Planet-27865,Gas Giant,36.68,56.95,1998,Voyager
Planet-27866,Ice Giant,959.74,29.543,2008,TESS
Planet-27867,Ice Giant,817.43,3.483,1906,James Webb
Planet-27868,Ice Giant,412.51,12.991,1953,Galileo
Planet-27869,Gas Giant,984.8,27.623,1962,Spitzer
Planet-27870,Gas Giant,819.85,30.261,1922,Kepler
Planet-27871,Ice Giant,607.25,35.602,1976,Galileo
Planet-27872,Gas Giant,694.74,57.084,1914,JWST
Planet-27873,Terrestrial,79.81,72.362,1937,Spitzer
Planet-27874,Exoplanet,401.37,8.521,1973,TESS
Planet-27875,Ice Giant,137.55,56.99,2019,JWST
Planet-27876,Gas Giant,41.91,33.616,1918,Kepler
Planet-27877,Gas Giant,792.91,92.077,1997,JWST
Planet-27878,Exoplanet,180.19,1.116,2022,Chandra
Planet-27879,Gas Giant,58.87,71.513,1990,JWST
Planet-27880,Exoplanet,172.83,78.153,1993,Voyager
Planet-27881,Terrestrial,138.0,80.427,2009,Ground Telescope
Planet-27882,Terrestrial,95.29,1.661,2014,Voyager
Planet-27883,Ice Giant,878.89,71.976,2003,TESS
Planet-27884,Exoplanet,879.62,92.413,2004,Ground Telescope
Planet-27885,Gas Giant,678.38,90.982,2024,James Webb
Planet-27886,Ice Giant,309.8,77.075,1993,James Webb
Planet-27887,Ice Giant,835.64,86.312,2024,Ground Telescope
Planet-27888,Gas Giant,786.89,41.76,1921,Ground Telescope
Planet-27889,Exoplanet,140.91,14.174,1951,Chandra
Planet-27890,Gas Giant,132.63,48.206,1914,Chandra
Planet-27891,Terrestrial,461.61,89.365,1918,Hubble
Planet-27892,Gas Giant,327.25,93.109,1944,TESS
Planet-27893,Ice Giant,103.29,93.706,1947,Chandra
Planet-27894,Exoplanet,971.68,39.819,1972,James Webb
Planet-27895,Exoplanet,679.74,36.526,1965,TESS
Planet-27896,Terrestrial,915.17,57.301,2019,Spitzer
Planet-27897,Exoplanet,43.92,55.903,1948,Chandra
Planet-27898,Gas Giant,772.08,26.236,1939,Voyager
Planet-27899,Exoplanet,485.66,92.258,1939,Ground Telescope
Planet-27900,Terrestrial,574.25,95.665,1941,Kepler
Planet-27901,Ice Giant,672.6,4.176,1960,Hubble
Planet-27902,Terrestrial,653.04,69.947,1937,Chandra
Planet-27903,Dwarf Planet,567.62,7.592,1971,Ground Telescope
Planet-27904,Exoplanet,491.94,26.753,1909,Spitzer
Planet-27905,Ice Giant,386.51,43.12,2023,Hubble
Planet-27906,Ice Giant,217.57,72.821,1960,James Webb
Planet-27907,Ice Giant,642.76,72.026,1925,Voyager
Planet-27908,Ice Giant,125.5,36.556,1951,Galileo
Planet-27909,Dwarf Planet,284.47,25.789,1991,Spitzer
Planet-27910,Terrestrial,275.21,86.322,1976,JWST
Planet-27911,Exoplanet,854.56,56.194,1998,Spitzer
Planet-27912,Gas Giant,372.33,96.016,2021,JWST
Planet-27913,Exoplanet,5.61,90.935,1928,TESS
Planet-27914,Terrestrial,233.28,98.037,1906,TESS
Planet-27915,Terrestrial,74.55,32.461,1953,Spitzer
Planet-27916,Ice Giant,730.86,94.766,1932,Spitzer
Planet-27917,Exoplanet,866.09,67.144,1920,Hubble
Planet-27918,Dwarf Planet,299.47,2.77,1908,Voyager
Planet-27919,Dwarf Planet,694.9,90.18,2025,Hubble
Planet-27920,Terrestrial,83.47,80.826,1956,Galileo
Planet-27921,Gas Giant,512.76,89.239,1916,Spitzer
Planet-27922,Dwarf Planet,944.38,40.192,1995,Voyager
Planet-27923,Dwarf Planet,190.84,23.033,1948,JWST
Planet-27924,Gas Giant,426.57,70.222,1939,JWST
Planet-27925,Dwarf Planet,884.41,42.869,1953,Chandra
Planet-27926,Gas Giant,277.8,25.101,1969,TESS
Planet-27927,Terrestrial,315.37,46.855,1963,Kepler
Planet-27928,Exoplanet,956.47,5.05,1927,JWST
Planet-27929,Gas Giant,225.02,2.548,2019,JWST
Planet-27930,Dwarf Planet,321.6,38.948,1998,Voyager
Planet-27931,Exoplanet,817.44,31.699,2008,Chandra
Planet-27932,Dwarf Planet,174.41,61.386,1982,Kepler
Planet-27933,Gas Giant,742.76,90.977,1922,Spitzer
Planet-27934,Terrestrial,781.45,32.859,1927,Hubble
Planet-27935,Gas Giant,681.68,62.913,2022,James Webb
Planet-27936,Dwarf Planet,404.58,83.027,1991,Galileo
Planet-27937,Terrestrial,909.34,68.38,1920,Voyager
Planet-27938,Ice Giant,646.0,16.798,1911,TESS
Planet-27939,Dwarf Planet,98.75,44.124,1985,Voyager
Planet-27940,Gas Giant,362.99,10.203,1965,Hubble
Planet-27941,Exoplanet,687.83,97.979,2008,James Webb
Planet-27942,Gas Giant,983.5,84.468,1984,Voyager
Planet-27943,Gas Giant,150.27,89.23,2001,Chandra
Planet-27944,Ice Giant,658.92,66.704,1941,JWST
Planet-27945,Gas Giant,325.37,49.735,1946,JWST
Planet-27946,Exoplanet,871.85,77.214,1952,Voyager
Planet-27947,Ice Giant,934.62,69.813,1916,James Webb
Planet-27948,Exoplanet,798.81,3.213,1906,TESS
Planet-27949,Exoplanet,150.32,80.54,1919,James Webb
Planet-27950,Terrestrial,519.4,87.554,1923,JWST
Planet-27951,Terrestrial,915.48,29.356,2019,Ground Telescope
Planet-27952,Terrestrial,679.88,11.864,1994,Spitzer
Planet-27953,Dwarf Planet,105.71,57.276,2001,James Webb
Planet-27954,Dwarf Planet,800.53,85.858,1900,Chandra
Planet-27955,Ice Giant,167.57,96.737,1907,Galileo
Planet-27956,Exoplanet,600.89,24.91,1981,TESS
Planet-27957,Ice Giant,914.31,49.593,1937,Spitzer
Planet-27958,Terrestrial,167.12,52.535,1927,Chandra
Planet-27959,Ice Giant,578.39,83.333,1986,TESS
Planet-27960,Ice Giant,39.89,75.161,1979,James Webb
Planet-27961,Terrestrial,745.0,40.76,1930,Galileo
Planet-27962,Gas Giant,968.96,80.069,1985,Ground Telescope
Planet-27963,Terrestrial,444.16,64.884,2019,Chandra
Planet-27964,Dwarf Planet,500.17,66.504,1975,TESS
Planet-27965,Ice Giant,11.82,10.386,1988,JWST
Planet-27966,Terrestrial,23.65,51.63,1970,JWST
Planet-27967,Gas Giant,748.41,66.242,1986,Ground Telescope
Planet-27968,Exoplanet,982.28,10.097,1954,Chandra
Planet-27969,Dwarf Planet,89.22,67.615,1944,Ground Telescope
Planet-27970,Exoplanet,393.3,38.391,1962,Ground Telescope
Planet-27971,Exoplanet,392.39,25.846,2009,Galileo
Planet-27972,Dwarf Planet,401.76,90.569,1908,JWST
Planet-27973,Exoplanet,929.4,1.655,1929,Voyager
Planet-27974,Ice Giant,915.29,8.52,1915,Spitzer
Planet-27975,Ice Giant,399.65,62.417,1977,James Webb
Planet-27976,Exoplanet,699.14,75.096,1986,Spitzer
Planet-27977,Exoplanet,730.96,31.361,1931,Galileo
Planet-27978,Ice Giant,823.05,41.607,1981,Ground Telescope
Planet-27979,Exoplanet,36.77,28.854,1967,James Webb
Planet-27980,Ice Giant,576.95,82.495,2021,Chandra
Planet-27981,Exoplanet,768.39,11.937,1985,JWST
Planet-27982,Dwarf Planet,934.84,5.784,1919,Kepler
Planet-27983,Gas Giant,349.45,48.423,1905,TESS
Planet-27984,Terrestrial,319.6,75.896,2024,Ground Telescope
Planet-27985,Dwarf Planet,306.24,56.911,1978,Voyager
Planet-27986,Ice Giant,0.42,12.457,1939,TESS
Planet-27987,Ice Giant,844.2,6.742,1965,Kepler
Planet-27988,Gas Giant,224.56,82.987,1982,Galileo
Planet-27989,Dwarf Planet,694.13,87.159,2025,Chandra
Planet-27990,Gas Giant,682.64,96.429,1990,JWST
Planet-27991,Exoplanet,629.65,29.359,1903,James Webb
Planet-27992,Exoplanet,174.55,72.094,1997,Chandra
Planet-27993,Dwarf Planet,407.66,11.824,1949,James Webb
Planet-27994,Exoplanet,909.18,56.805,1959,TESS
Planet-27995,Gas Giant,891.1,87.746,1991,TESS
Planet-27996,Dwarf Planet,981.4,89.077,2018,Ground Telescope
Planet-27997,Gas Giant,485.77,75.26,1900,Spitzer
Planet-27998,Terrestrial,633.22,61.676,1943,Kepler
Planet-27999,Gas Giant,270.57,63.919,1969,Ground Telescope
Planet-28000,Exoplanet,555.73,5.134,1948,Galileo
Planet-28001,Exoplanet,147.53,45.488,2001,JWST
Planet-28002,Terrestrial,220.47,8.008,1900,Ground Telescope
Planet-28003,Terrestrial,356.92,73.116,1970,TESS
Planet-28004,Gas Giant,391.65,6.722,1901,Spitzer
Planet-28005,Terrestrial,112.86,96.713,1905,TESS
Planet-28006,Ice Giant,234.66,13.33,1907,JWST
Planet-28007,Exoplanet,437.46,24.914,1963,Voyager
Planet-28008,Ice Giant,846.51,29.392,1984,TESS
Planet-28009,Exoplanet,693.51,58.853,1929,TESS
Planet-28010,Dwarf Planet,745.3,43.707,1945,Ground Telescope
Planet-28011,Exoplanet,853.69,44.053,2020,Chandra
Planet-28012,Ice Giant,903.76,78.3,1928,James Webb
Planet-28013,Dwarf Planet,693.97,47.197,1918,James Webb
Planet-28014,Gas Giant,396.9,52.916,1938,James Webb
Planet-28015,Ice Giant,687.16,86.821,1900,Spitzer
Planet-28016,Ice Giant,533.81,19.686,1943,Kepler
Planet-28017,Ice Giant,61.78,35.186,1996,JWST
Planet-28018,Terrestrial,69.47,84.456,1935,Chandra
Planet-28019,Gas Giant,139.16,86.529,1965,JWST
Planet-28020,Exoplanet,208.87,13.037,1925,James Webb
Planet-28021,Exoplanet,753.41,51.071,1978,TESS
Planet-28022,Dwarf Planet,168.84,57.433,2025,TESS
Planet-28023,Ice Giant,808.54,14.021,1998,Galileo
Planet-28024,Terrestrial,630.75,59.885,1969,Ground Telescope
Planet-28025,Gas Giant,224.29,40.095,1931,JWST
Planet-28026,Dwarf Planet,534.35,42.716,1959,TESS
Planet-28027,Terrestrial,512.25,69.839,1998,James Webb
Planet-28028,Exoplanet,149.17,90.463,1915,Galileo
Planet-28029,Exoplanet,813.34,69.001,1980,TESS
Planet-28030,Terrestrial,269.73,45.352,1916,Kepler
Planet-28031,Exoplanet,991.7,56.789,2014,JWST
Planet-28032,Dwarf Planet,515.31,67.806,2008,James Webb
Planet-28033,Exoplanet,896.4,72.981,1984,Chandra
Planet-28034,Exoplanet,861.13,13.099,2011,Ground Telescope
Planet-28035,Gas Giant,764.75,0.396,1986,Galileo
Planet-28036,Ice Giant,974.82,60.965,1987,Chandra
Planet-28037,Gas Giant,497.9,54.727,1909,Hubble
Planet-28038,Exoplanet,373.51,3.846,1916,Ground Telescope
Planet-28039,Terrestrial,108.4,92.986,1916,TESS
Planet-28040,Dwarf Planet,730.44,73.38,1958,James Webb
Planet-28041,Dwarf Planet,956.23,10.762,1991,Spitzer
Planet-28042,Gas Giant,182.27,31.177,1904,Galileo
Planet-28043,Ice Giant,606.12,69.49,1901,James Webb
Planet-28044,Terrestrial,775.4,65.19,1938,Chandra
Planet-28045,Gas Giant,203.42,14.12,1995,JWST
Planet-28046,Terrestrial,691.28,67.263,1992,Voyager
Planet-28047,Ice Giant,238.94,63.677,1906,Galileo
Planet-28048,Dwarf Planet,932.28,17.571,1903,Chandra
Planet-28049,Exoplanet,731.95,31.599,2005,TESS
Planet-28050,Ice Giant,547.27,48.764,1924,Voyager
Planet-28051,Gas Giant,15.84,2.269,1943,Chandra
Planet-28052,Exoplanet,293.97,10.557,1927,TESS
Planet-28053,Ice Giant,215.7,58.341,1952,Spitzer
Planet-28054,Gas Giant,348.93,28.199,2001,Galileo
Planet-28055,Terrestrial,346.28,57.818,1926,Voyager
Planet-28056,Terrestrial,341.04,3.401,2025,Ground Telescope
Planet-28057,Gas Giant,485.42,46.889,1913,Kepler
Planet-28058,Ice Giant,176.07,50.321,1959,Spitzer
Planet-28059,Dwarf Planet,411.3,85.253,1927,Hubble
Planet-28060,Dwarf Planet,389.04,18.464,2015,Kepler
Planet-28061,Gas Giant,405.98,31.02,1977,Kepler
Planet-28062,Exoplanet,3.93,67.532,2008,Spitzer
Planet-28063,Dwarf Planet,86.86,21.958,1969,James Webb
Planet-28064,Exoplanet,481.34,57.229,1984,Voyager
Planet-28065,Terrestrial,945.75,45.331,1969,Spitzer
Planet-28066,Gas Giant,501.52,75.246,1991,Galileo
Planet-28067,Dwarf Planet,450.31,54.285,1921,Galileo
Planet-28068,Gas Giant,319.28,66.334,1919,Hubble
Planet-28069,Ice Giant,813.48,24.247,1906,Ground Telescope
Planet-28070,Gas Giant,682.02,43.639,1990,Hubble
Planet-28071,Terrestrial,112.62,26.779,1911,James Webb
Planet-28072,Gas Giant,237.82,4.648,2002,James Webb
Planet-28073,Exoplanet,217.25,65.874,1991,Chandra
Planet-28074,Terrestrial,448.96,93.528,1936,Chandra
Planet-28075,Dwarf Planet,381.91,45.024,1923,Hubble
Planet-28076,Gas Giant,586.13,77.067,1908,James Webb
Planet-28077,Dwarf Planet,727.61,69.655,2024,Kepler
Planet-28078,Terrestrial,138.08,31.308,1974,Galileo
Planet-28079,Terrestrial,824.94,83.512,1972,James Webb
Planet-28080,Terrestrial,753.67,96.79,2009,Spitzer
Planet-28081,Dwarf Planet,123.55,3.914,1909,Spitzer
Planet-28082,Terrestrial,506.23,13.05,1922,TESS
Planet-28083,Terrestrial,95.0,17.784,1907,Galileo
Planet-28084,Ice Giant,431.61,10.007,1912,Chandra
Planet-28085,Terrestrial,527.88,57.413,2012,Hubble
Planet-28086,Terrestrial,927.01,40.015,1963,Ground Telescope
Planet-28087,Dwarf Planet,196.91,86.84,1954,Hubble
Planet-28088,Gas Giant,926.3,91.354,1950,Chandra
Planet-28089,Terrestrial,879.35,59.31,1981,Hubble
Planet-28090,Gas Giant,366.33,46.456,1917,Voyager
Planet-28091,Exoplanet,858.76,82.586,2002,Galileo
Planet-28092,Gas Giant,876.86,28.024,1946,Chandra
Planet-28093,Gas Giant,242.89,38.155,1952,Voyager
Planet-28094,Terrestrial,928.13,40.089,1910,Spitzer
Planet-28095,Exoplanet,230.6,37.962,1976,Galileo
Planet-28096,Dwarf Planet,272.98,64.44,1999,Spitzer
Planet-28097,Exoplanet,299.05,76.477,2025,TESS
Planet-28098,Terrestrial,508.67,7.654,1944,Galileo
Planet-28099,Gas Giant,5.58,0.044,1955,TESS
Planet-28100,Gas Giant,891.69,20.608,1989,Ground Telescope
Planet-28101,Ice Giant,628.45,32.533,1935,Voyager
Planet-28102,Ice Giant,679.46,96.721,1976,James Webb
Planet-28103,Ice Giant,303.68,13.063,2021,Spitzer
Planet-28104,Ice Giant,593.83,5.087,1910,Galileo
Planet-28105,Ice Giant,576.85,47.985,2018,Spitzer
Planet-28106,Terrestrial,383.22,1.372,1919,Spitzer
Planet-28107,Gas Giant,460.74,46.206,2020,Ground Telescope
Planet-28108,Gas Giant,877.25,12.823,1974,James Webb
Planet-28109,Dwarf Planet,288.49,67.071,1905,Voyager
Planet-28110,Exoplanet,677.21,65.207,1912,Chandra
Planet-28111,Exoplanet,935.68,28.348,1928,Kepler
Planet-28112,Gas Giant,582.71,92.386,1968,Voyager
Planet-28113,Gas Giant,590.62,17.846,1986,Hubble
Planet-28114,Terrestrial,74.84,87.54,1989,Galileo
Planet-28115,Dwarf Planet,124.84,53.318,2022,Ground Telescope
Planet-28116,Terrestrial,129.0,93.11,2008,Voyager
Planet-28117,Exoplanet,455.56,13.14,1958,Ground Telescope
Planet-28118,Gas Giant,565.3,43.529,1931,Kepler
Planet-28119,Gas Giant,141.15,0.68,2025,Kepler
Planet-28120,Exoplanet,358.72,37.068,2023,Hubble
Planet-28121,Ice Giant,267.17,70.334,2000,Voyager
Planet-28122,Gas Giant,161.26,67.84,2006,Ground Telescope
Planet-28123,Exoplanet,494.44,34.498,1999,James Webb
Planet-28124,Gas Giant,984.7,17.551,1939,Galileo
Planet-28125,Dwarf Planet,771.25,25.39,1985,TESS
Planet-28126,Gas Giant,893.0,97.605,1932,Hubble
Planet-28127,Exoplanet,356.81,96.204,1941,James Webb
Planet-28128,Gas Giant,458.63,50.596,1921,Kepler
Planet-28129,Ice Giant,789.27,36.128,1938,Galileo
Planet-28130,Dwarf Planet,290.26,34.731,1977,James Webb
Planet-28131,Gas Giant,388.89,59.797,1936,Hubble
Planet-28132,Exoplanet,454.27,72.934,1947,JWST
Planet-28133,Gas Giant,927.1,27.938,2000,Hubble
Planet-28134,Exoplanet,53.74,1.278,1939,Chandra
Planet-28135,Gas Giant,500.59,25.353,1930,TESS
Planet-28136,Gas Giant,969.92,79.313,1910,Spitzer
Planet-28137,Gas Giant,8.94,84.652,1937,Galileo
Planet-28138,Ice Giant,376.27,2.468,1975,Voyager
Planet-28139,Dwarf Planet,832.02,0.772,1998,JWST
Planet-28140,Dwarf Planet,555.45,18.4,1992,Ground Telescope
Planet-28141,Gas Giant,648.76,19.136,1983,Galileo
Planet-28142,Dwarf Planet,364.09,32.473,2011,Voyager
Planet-28143,Exoplanet,64.08,15.729,2004,Kepler
Planet-28144,Terrestrial,527.26,85.271,1919,Spitzer
Planet-28145,Exoplanet,540.62,32.454,1948,TESS
Planet-28146,Dwarf Planet,238.48,44.355,1905,Ground Telescope
Planet-28147,Ice Giant,901.85,62.082,1953,TESS
Planet-28148,Gas Giant,784.68,99.026,1910,Hubble
Planet-28149,Ice Giant,492.66,52.184,1949,TESS
Planet-28150,Exoplanet,248.24,35.914,1964,Spitzer
Planet-28151,Ice Giant,757.0,23.347,2021,Voyager
Planet-28152,Gas Giant,86.21,98.799,2007,Ground Telescope
Planet-28153,Dwarf Planet,192.26,53.894,1915,Ground Telescope
Planet-28154,Ice Giant,426.96,82.338,1973,Chandra
Planet-28155,Exoplanet,747.08,61.615,1998,Chandra
Planet-28156,Terrestrial,228.4,54.051,1957,Kepler
Planet-28157,Gas Giant,801.19,55.074,1934,Spitzer
Planet-28158,Terrestrial,153.98,22.704,1933,James Webb
Planet-28159,Terrestrial,298.16,16.886,1980,Hubble
Planet-28160,Exoplanet,940.08,7.539,1913,Galileo
Planet-28161,Exoplanet,3.05,0.099,1962,James Webb
Planet-28162,Exoplanet,361.46,22.675,1975,Chandra
Planet-28163,Exoplanet,6.46,55.734,1913,Spitzer
Planet-28164,Gas Giant,769.26,97.701,1915,JWST
Planet-28165,Terrestrial,466.39,91.983,1973,Ground Telescope
Planet-28166,Ice Giant,21.27,8.437,1997,JWST
Planet-28167,Ice Giant,308.52,81.333,1964,JWST
Planet-28168,Gas Giant,286.75,36.793,1952,Voyager
Planet-28169,Ice Giant,225.27,55.243,1936,Spitzer
Planet-28170,Gas Giant,302.21,36.273,2005,Spitzer
